province,area,buah,daging,ikan,rokok,sayur,telur_susu,gizi_total,rokok_pct_of_gizi,rokok_minus_sayur,rokok_vs_sayur_ratio,gizi_deficit_index,rokok_rank,calorie_per_capita,protein_per_capita,poverty_rate,gini,internet_pct,mobile_pct,computer_pct,digital_index_pct,population_thousands,smoking_10_18_daily_pct,smoking_10plus_daily_pct,smoking_indoor_pct,passive_smoke_daily_pct,mdd_6_23_pct,mmf_6_23_pct,mad_6_23_pct,animal_protein_6_23_pct,stunting_0_59_total_pct,underweight_0_59_total_pct,wasting_0_59_total_pct,stunting_knowledge_correct_pct,stunting_knowledge_weight_not_gain_pct,stunting_knowledge_failed_growth_pct,stunting_knowledge_stunted_pct,stunting_knowledge_chronic_malnutrition_pct,smoking_10_18_current_pct,smoking_10_18_never_pct,smoking_10plus_current_pct,smoking_10plus_never_pct,cigarettes_per_day,cigarettes_per_week_occasional,cigarette_pack_price_rupiah,smoking_start_10_14_pct,smoking_start_15_19_pct,fish_daily_pct,fish_weekly_pct,fish_rare_pct,egg_daily_pct,egg_weekly_pct,egg_rare_pct,milk_daily_pct,milk_weekly_pct,milk_rare_pct,vulnerability_score,policy_priority_score,ski_health_context_score
Riau,rural,33415.0,32708.0,,132310.0,92421.0,34832.0,193376.0,68.4211070660268,39889.0,1.4316010430529857,-0.4615372987680447,3,2017.1,59.16,6.36,0.306,94.16,97.75,17.98,69.96333333333332,6728.1,2.2,20.9,86.8,30.3,56.5,57.3,35.6,79.1,13.6,12.4,8.1,75.8,62.3,61.1,52.9,46.6,3.0,96.7,24.799999999999997,73.5,15.4,11.19,21056.0,17.3,63.8,10.9,75.7,13.3,14.7,78.8,6.5,6.3,27.9,65.9,37.17533419940772,36.744154295169515,46.141594840590436
Riau,total,36438.0,35590.0,,122449.0,88929.0,40448.0,201405.0,60.797398277103355,33520.0,1.376929910377942,-0.6448072258654624,3,2017.1,59.16,6.36,0.306,94.16,97.75,17.98,69.96333333333332,6728.1,2.2,20.9,86.8,30.3,56.5,57.3,35.6,79.1,13.6,12.4,8.1,75.8,62.3,61.1,52.9,46.6,3.0,96.7,24.799999999999997,73.5,15.4,11.19,21056.0,17.3,63.8,10.9,75.7,13.3,14.7,78.8,6.5,6.3,27.9,65.9,34.428009883619055,35.09575970569632,46.141594840590436
Riau,urban,40926.0,39869.0,,107812.0,83745.0,48782.0,213322.0,50.53955991412044,24067.0,1.287384321452027,-0.9786480169183394,6,2017.1,59.16,6.36,0.306,94.16,97.75,17.98,69.96333333333332,6728.1,2.2,20.9,86.8,30.3,56.5,57.3,35.6,79.1,13.6,12.4,8.1,75.8,62.3,61.1,52.9,46.6,3.0,96.7,24.799999999999997,73.5,15.4,11.19,21056.0,17.3,63.8,10.9,75.7,13.3,14.7,78.8,6.5,6.3,27.9,65.9,30.731435218674076,32.87781490672933,46.141594840590436
Sulawesi Barat,rural,33592.0,11015.0,,87683.0,37214.0,19173.0,100994.0,86.82000910945204,50469.0,2.3561831568764444,-0.151808218240708,25,2068.7,60.03,10.71,0.33,89.67,94.95,13.98,66.2,1503.2,3.2,20.1,94.6,32.6,63.5,59.4,41.2,77.6,30.4,23.1,,67.1,54.9,57.7,38.0,44.9,4.800000000000001,94.7,23.4,75.0,15.86,11.72,19644.0,15.7,58.4,48.4,41.9,9.7,13.3,70.2,16.5,5.8,27.2,67.0,48.11528041697134,44.41481464916521,54.780693573651064
Sulawesi Barat,total,37037.0,11769.0,,88088.0,38302.0,21606.0,108714.0,81.02728259469801,49786.0,2.299827685238369,-0.2341522114249387,24,2068.7,60.03,10.71,0.33,89.67,94.95,13.98,66.2,1503.2,3.2,20.1,94.6,32.6,63.5,59.4,41.2,77.6,30.4,23.1,,67.1,54.9,57.7,38.0,44.9,4.800000000000001,94.7,23.4,75.0,15.86,11.72,19644.0,15.7,58.4,48.4,41.9,9.7,13.3,70.2,16.5,5.8,27.2,67.0,46.02777958905149,43.1623141524133,54.780693573651064
Sulawesi Barat,urban,50589.0,14735.0,,89678.0,42584.0,31180.0,139088.0,64.47572759691707,47094.0,2.1059083223746007,-0.5509712527041192,18,2068.7,60.03,10.71,0.33,89.67,94.95,13.98,66.2,1503.2,3.2,20.1,94.6,32.6,63.5,59.4,41.2,77.6,30.4,23.1,,67.1,54.9,57.7,38.0,44.9,4.800000000000001,94.7,23.4,75.0,15.86,11.72,19644.0,15.7,58.4,48.4,41.9,9.7,13.3,70.2,16.5,5.8,27.2,67.0,40.063164364558084,39.583545017717256,54.780693573651064
Sulawesi Selatan,rural,40179.0,16259.0,,84234.0,35544.0,25328.0,117310.0,71.80462023697895,48690.0,2.3698514517218094,-0.3926680437827956,29,2063.99,63.63,7.77,0.36,92.18,96.67,22.13,70.32666666666667,9463.4,4.6,20.6,89.3,30.7,48.6,57.9,28.9,72.8,27.4,20.0,9.1,68.0,52.6,57.2,39.7,46.0,6.5,92.1,23.6,4.0,13.96,9.52,22076.0,19.9,55.6,48.7,43.6,7.8,18.9,68.4,12.7,8.2,28.0,63.7,36.45895130733538,37.88092769946975,47.69075232937766
Sulawesi Selatan,total,44077.0,20362.0,,82051.0,40379.0,31314.0,136132.0,60.27311726853348,41672.0,2.032021595383739,-0.6591144532059329,28,2063.99,63.63,7.77,0.36,92.18,96.67,22.13,70.32666666666667,9463.4,4.6,20.6,89.3,30.7,48.6,57.9,28.9,72.8,27.4,20.0,9.1,68.0,52.6,57.2,39.7,46.0,6.5,92.1,23.6,4.0,13.96,9.52,22076.0,19.9,55.6,48.7,43.6,7.8,18.9,68.4,12.7,8.2,28.0,63.7,32.30339141123485,35.38759176180943,47.69075232937766
Sulawesi Selatan,urban,48418.0,24933.0,,79620.0,45764.0,37981.0,157096.0,50.68238529306921,33856.0,1.7397954724237392,-0.9730720924390857,30,2063.99,63.63,7.77,0.36,92.18,96.67,22.13,70.32666666666667,9463.4,4.6,20.6,89.3,30.7,48.6,57.9,28.9,72.8,27.4,20.0,9.1,68.0,52.6,57.2,39.7,46.0,6.5,92.1,23.6,4.0,13.96,9.52,22076.0,19.9,55.6,48.7,43.6,7.8,18.9,68.4,12.7,8.2,28.0,63.7,28.847219108236168,33.313888380010226,47.69075232937766
Sulawesi Tengah,rural,37151.0,17041.0,,102090.0,47488.0,23840.0,125520.0,81.33365200764818,54602.0,2.1498062668463613,-0.2295033793711431,17,2032.8,60.58,11.04,0.309,87.94,93.4,16.28,65.87333333333333,3121.8,4.2,23.1,92.0,37.1,45.6,51.9,27.6,71.8,27.2,24.4,12.9,62.4,46.8,47.8,35.4,39.6,7.0,91.8,27.9,69.4,13.55,9.3,21447.0,21.4,57.6,37.7,53.0,9.2,13.2,71.7,15.0,6.6,29.8,63.6,46.06614441945523,44.50608576922878,57.5301368150254
Sulawesi Tengah,total,39985.0,18499.0,,96331.0,49269.0,27608.0,135361.0,71.16599315903399,47062.0,1.9552050985406646,-0.4051655230403505,18,2032.8,60.58,11.04,0.309,87.94,93.4,16.28,65.87333333333333,3121.8,4.2,23.1,92.0,37.1,45.6,51.9,27.6,71.8,27.2,24.4,12.9,62.4,46.8,47.8,35.4,39.6,7.0,91.8,27.9,69.4,13.55,9.3,21447.0,21.4,57.6,37.7,53.0,9.2,13.2,71.7,15.0,6.6,29.8,63.6,42.40206737207024,42.30763954079779,57.5301368150254
Sulawesi Tengah,urban,45713.0,21447.0,,84690.0,52868.0,35224.0,155252.0,54.55002189987891,31822.0,1.6019142014072785,-0.833179832329673,25,2032.8,60.58,11.04,0.309,87.94,93.4,16.28,65.87333333333333,3121.8,4.2,23.1,92.0,37.1,45.6,51.9,27.6,71.8,27.2,24.4,12.9,62.4,46.8,47.8,35.4,39.6,7.0,91.8,27.9,69.4,13.55,9.3,21447.0,21.4,57.6,37.7,53.0,9.2,13.2,71.7,15.0,6.6,29.8,63.6,36.414238726641535,38.714942353540565,57.5301368150254
Sulawesi Tenggara,rural,39480.0,11173.0,,80748.0,37402.0,22871.0,110926.0,72.79447559634352,43346.0,2.1589219827816692,-0.3737306187150146,31,1955.09,60.98,10.63,0.365,91.7,97.23,19.77,69.56666666666668,2793.1,2.0,17.5,92.7,25.8,48.9,56.4,30.0,73.5,30.0,23.9,,71.1,65.4,63.7,40.8,44.2,3.2,96.6,21.4,76.7,14.22,9.86,22656.0,15.7,57.2,61.2,32.3,6.5,18.1,66.9,15.0,8.3,31.9,59.7,42.18761733332445,38.15087891101801,44.27741706083134
Sulawesi Tenggara,total,43095.0,12257.0,,77331.0,40294.0,28865.0,124511.0,62.10776557894483,37037.0,1.9191691070630863,-0.6101046152254593,34,1955.09,60.98,10.63,0.365,91.7,97.23,19.77,69.56666666666668,2793.1,2.0,17.5,92.7,25.8,48.9,56.4,30.0,73.5,30.0,23.9,,71.1,65.4,63.7,40.8,44.2,3.2,96.6,21.4,76.7,14.22,9.86,22656.0,15.7,57.2,61.2,32.3,6.5,18.1,66.9,15.0,8.3,31.9,59.7,38.33649196908716,35.840203692475654,44.27741706083134
Sulawesi Tenggara,urban,48777.0,13962.0,,71960.0,44839.0,38288.0,145866.0,49.33294941933007,27121.0,1.6048529182185152,-1.0270428015564201,34,1955.09,60.98,10.63,0.365,91.7,97.23,19.77,69.56666666666668,2793.1,2.0,17.5,92.7,25.8,48.9,56.4,30.0,73.5,30.0,23.9,,71.1,65.4,63.7,40.8,44.2,3.2,96.6,21.4,76.7,14.22,9.86,22656.0,15.7,57.2,61.2,32.3,6.5,18.1,66.9,15.0,8.3,31.9,59.7,33.7328844551129,33.07803918409109,44.27741706083134
Sulawesi Utara,rural,43969.0,22213.0,,91342.0,54041.0,29804.0,150027.0,60.883707599298795,37301.0,1.6902351917988194,-0.642475531518907,23,2011.68,63.62,6.7,0.347,89.31,95.39,17.77,67.49,2701.8,2.9,19.0,86.2,25.2,45.6,55.2,28.7,64.1,21.3,14.3,9.2,75.2,63.8,62.9,53.2,53.5,5.1,94.3,24.5,72.3,12.91,11.36,23447.0,14.9,59.3,48.9,43.1,8.0,11.9,71.0,17.2,9.7,36.4,53.9,31.289557646973854,31.44386413607276,42.8672044767472
Sulawesi Utara,total,47831.0,27133.0,,90091.0,57693.0,35446.0,168103.0,53.5927377857623,32398.0,1.5615585946301977,-0.865924454163013,22,2011.68,63.62,6.7,0.347,89.31,95.39,17.77,67.49,2701.8,2.9,19.0,86.2,25.2,45.6,55.2,28.7,64.1,21.3,14.3,9.2,75.2,63.8,62.9,53.2,53.5,5.1,94.3,24.5,72.3,12.91,11.36,23447.0,14.9,59.3,48.9,43.1,8.0,11.9,71.0,17.2,9.7,36.4,53.9,28.662141095660576,29.86741420528479,42.8672044767472
Sulawesi Utara,urban,50938.0,31090.0,,89084.0,60631.0,39986.0,182645.0,48.77439842317063,28453.0,1.4692813907077238,-1.0502559382156167,19,2011.68,63.62,6.7,0.347,89.31,95.39,17.77,67.49,2701.8,2.9,19.0,86.2,25.2,45.6,55.2,28.7,64.1,21.3,14.3,9.2,75.2,63.8,62.9,53.2,53.5,5.1,94.3,24.5,72.3,12.91,11.36,23447.0,14.9,59.3,48.9,43.1,8.0,11.9,71.0,17.2,9.7,36.4,53.9,26.925776124348623,28.82559522249762,42.8672044767472
Sumatera Barat,rural,30184.0,24577.0,,118155.0,84127.0,27248.0,166136.0,71.11944431068522,34028.0,1.404483697267227,-0.4060852270322881,11,2032.94,57.79,5.42,0.287,91.89,96.36,20.48,69.57666666666667,5836.2,4.3,24.6,90.3,38.3,62.4,61.6,40.7,82.6,23.7,17.6,9.4,73.4,59.8,59.0,50.3,50.6,7.1,92.0,28.5,68.8,15.36,10.31,19848.0,28.0,54.8,12.4,78.5,9.2,12.3,80.3,7.4,7.5,25.9,66.7,38.26244564426662,41.665603977323165,61.552420170904675
Sumatera Barat,total,37119.0,28625.0,,112394.0,85076.0,33763.0,184583.0,60.89076458828819,27318.0,1.3211011331045184,-0.642285175365233,9,2032.94,57.79,5.42,0.287,91.89,96.36,20.48,69.57666666666667,5836.2,4.3,24.6,90.3,38.3,62.4,61.6,40.7,82.6,23.7,17.6,9.4,73.4,59.8,59.0,50.3,50.6,7.1,92.0,28.5,68.8,15.36,10.31,19848.0,28.0,54.8,12.4,78.5,9.2,12.3,80.3,7.4,7.5,25.9,66.7,34.57637875768974,39.45396384537703,61.552420170904675
Sumatera Barat,urban,43798.0,32525.0,,106844.0,85989.0,40039.0,202351.0,52.801320477783655,20855.0,1.2425310214097152,-0.8938920295009547,7,2032.94,57.79,5.42,0.287,91.89,96.36,20.48,69.57666666666667,5836.2,4.3,24.6,90.3,38.3,62.4,61.6,40.7,82.6,23.7,17.6,9.4,73.4,59.8,59.0,50.3,50.6,7.1,92.0,28.5,68.8,15.36,10.31,19848.0,28.0,54.8,12.4,78.5,9.2,12.3,80.3,7.4,7.5,25.9,66.7,31.661219335769996,37.70486819222519,61.552420170904675
Sumatera Selatan,rural,42804.0,27842.0,,97611.0,66258.0,33258.0,170162.0,57.363571185105954,31353.0,1.4731956895771077,-0.7432666400303245,22,2196.16,66.43,10.51,0.331,90.94,95.33,14.93,67.06666666666666,8837.3,3.0,22.1,90.1,27.7,59.7,52.9,31.3,81.4,20.3,15.4,9.7,70.0,62.1,56.6,45.5,47.9,5.2,94.5,26.3,72.2,13.04,9.71,19010.0,17.9,61.9,11.6,74.9,13.5,15.7,77.6,6.8,7.3,30.5,62.2,32.4412438710248,36.38263799311321,50.833368281249406
Sumatera Selatan,total,46320.0,32481.0,,91223.0,65577.0,40611.0,184989.0,49.31266183394688,25646.0,1.3910822391997195,-1.0278767416112164,21,2196.16,66.43,10.51,0.331,90.94,95.33,14.93,67.06666666666666,8837.3,3.0,22.1,90.1,27.7,59.7,52.9,31.3,81.4,20.3,15.4,9.7,70.0,62.1,56.6,45.5,47.9,5.2,94.5,26.3,72.2,13.04,9.71,19010.0,17.9,61.9,11.6,74.9,13.5,15.7,77.6,6.8,7.3,30.5,62.2,29.539971060501692,34.64187430679934,50.833368281249406
Sumatera Selatan,urban,52061.0,40056.0,,80791.0,64467.0,52618.0,209202.0,38.618655653387634,16324.0,1.2532148230877813,-1.5894220890940822,29,2196.16,66.43,10.51,0.331,90.94,95.33,14.93,67.06666666666666,8837.3,3.0,22.1,90.1,27.7,59.7,52.9,31.3,81.4,20.3,15.4,9.7,70.0,62.1,56.6,45.5,47.9,5.2,94.5,26.3,72.2,13.04,9.71,19010.0,17.9,61.9,11.6,74.9,13.5,15.7,77.6,6.8,7.3,30.5,62.2,25.686216408208168,32.32962151542323,50.833368281249406
Sumatera Utara,rural,25357.0,26890.0,,113486.0,67506.0,31033.0,150786.0,75.26295544679215,45980.0,1.681124640772672,-0.32867490263116156,12,2041.63,62.11,7.19,0.306,92.3,96.48,15.35,68.04333333333334,15588.5,1.8,18.7,86.8,24.7,65.8,53.6,40.9,83.6,18.9,13.2,7.9,75.1,63.6,58.3,55.7,51.5,3.7,95.6,23.2,74.7,13.52,9.5,21320.0,12.4,61.7,16.9,68.3,14.9,14.0,76.3,9.7,7.4,28.6,64.0,38.18912318636853,39.843207079918926,45.35731010542
Sumatera Utara,total,30923.0,29170.0,,99929.0,71480.0,38235.0,169808.0,58.84822858758126,28449.0,1.39799944040291,-0.6992864934103213,13,2041.63,62.11,7.19,0.306,92.3,96.48,15.35,68.04333333333334,15588.5,1.8,18.7,86.8,24.7,65.8,53.6,40.9,83.6,18.9,13.2,7.9,75.1,63.6,58.3,55.7,51.5,3.7,95.6,23.2,74.7,13.52,9.5,21320.0,12.4,61.7,16.9,68.3,14.9,14.0,76.3,9.7,7.4,28.6,64.0,32.27381615065639,36.29402285849163,45.35731010542
Sumatera Utara,urban,35079.0,30872.0,,89807.0,74447.0,43612.0,184010.0,48.8054997011032,15360.0,1.2063212755383024,-1.048949413742804,16,2041.63,62.11,7.19,0.306,92.3,96.48,15.35,68.04333333333334,15588.5,1.8,18.7,86.8,24.7,65.8,53.6,40.9,83.6,18.9,13.2,7.9,75.1,63.6,58.3,55.7,51.5,3.7,95.6,23.2,74.7,13.52,9.5,21320.0,12.4,61.7,16.9,68.3,14.9,14.0,76.3,9.7,7.4,28.6,64.0,28.65475959556064,34.12258892543419,45.35731010542
Yogyakarta,rural,32568.0,26758.0,,65789.0,56662.0,37237.0,153225.0,42.93620492739436,9127.0,1.161077971127034,-1.3290367690647373,35,2015.51,62.32,10.4,0.428,89.5,90.93,31.55,70.66000000000001,3759.5,4.7,19.2,67.0,24.3,77.6,79.6,64.1,88.3,18.0,13.4,7.1,70.0,42.6,47.5,43.3,44.8,10.0,86.6,24.299999999999997,68.9,10.98,7.73,18086.0,24.5,49.3,4.0,59.7,36.3,20.7,71.2,8.1,13.1,22.7,64.2,30.10038918810575,34.60919962256699,55.36880210296857
Yogyakarta,total,44359.0,35913.0,,69868.0,55161.0,48617.0,184050.0,37.961423526215704,14707.0,1.266619531915665,-1.6342531631075743,36,2015.51,62.32,10.4,0.428,89.5,90.93,31.55,70.66000000000001,3759.5,4.7,19.2,67.0,24.3,77.6,79.6,64.1,88.3,18.0,13.4,7.1,70.0,42.6,47.5,43.3,44.8,10.0,86.6,24.299999999999997,68.9,10.98,7.73,18086.0,24.5,49.3,4.0,59.7,36.3,20.7,71.2,8.1,13.1,22.7,64.2,28.30764784821503,33.53355481863255,55.36880210296857
Yogyakarta,urban,48196.0,38892.0,,71195.0,54673.0,52320.0,194081.0,36.68313745291914,16522.0,1.30219669672416,-1.7260481775405576,35,2015.51,62.32,10.4,0.428,89.5,90.93,31.55,70.66000000000001,3759.5,4.7,19.2,67.0,24.3,77.6,79.6,64.1,88.3,18.0,13.4,7.1,70.0,42.6,47.5,43.3,44.8,10.0,86.6,24.299999999999997,68.9,10.98,7.73,18086.0,24.5,49.3,4.0,59.7,36.3,20.7,71.2,8.1,13.1,22.7,64.2,27.846997197864365,33.25716442842216,55.36880210296857
