province,commodity,area,value
Jawa Barat,Aneka barang dan jasa/Goods and services,total,213080.0
Jawa Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,39356.0
Jawa Barat,Barang tahan lama/Durable goods,total,60398.0
Jawa Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,65168.0
Jawa Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,29497.0
Jawa Barat,Jumlah bukan makanan/Total non-food,total,829190.0
Jawa Barat,Jumlah/Total,total,1633032.0
Jawa Tengah,Padi-padian/Cereals,urban,79816.0
Jawa Tengah,Umbi-umbian/Tubers,urban,4726.0
Jawa Tengah,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,31499.0
Jawa Tengah,Daging/Meat,urban,30521.0
Jawa Tengah,Telur dan susu/Eggs and milk,urban,37008.0
Jawa Tengah,Sayur-sayuran/Vegetables,urban,51955.0
Jawa Tengah,Kacang-kacangan/Legumes,urban,17196.0
Jawa Tengah,Buah-buahan/Fruits,urban,38755.0
Jawa Tengah,Minyak dan kelapa/Oil and coconut,urban,16043.0
Jawa Tengah,Bahan minuman/Beverages stuffs,urban,21609.0
Jawa Tengah,Bumbu-bumbuan/Spices,urban,14233.0
Jawa Tengah,Konsumsi lainnya/Miscellaneous food items,urban,12188.0
Jawa Tengah,Makanan dan minuman jadi/Prepared food and beverages,urban,252845.0
Jawa Tengah,Rokok/Cigarettes,urban,79558.0
Jawa Tengah,Jumlah makanan/Total food,urban,687953.0
Jawa Tengah,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,355138.0
Jawa Tengah,Aneka barang dan jasa/Goods and services,urban,190153.0
Jawa Tengah,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,29854.0
Jawa Tengah,Barang tahan lama/Durable goods,urban,59098.0
Jawa Tengah,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,63096.0
Jawa Tengah,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,43159.0
Jawa Tengah,Jumlah bukan makanan/Total non-food,urban,740496.0
Jawa Tengah,Jumlah/Total,urban,1428449.0
Jawa Tengah,Padi-padian/Cereals,rural,84300.0
Jawa Tengah,Umbi-umbian/Tubers,rural,4499.0
Jawa Tengah,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,24258.0
Jawa Tengah,Daging/Meat,rural,24466.0
Jawa Tengah,Telur dan susu/Eggs and milk,rural,27848.0
Jawa Tengah,Sayur-sayuran/Vegetables,rural,50538.0
Jawa Tengah,Kacang-kacangan/Legumes,rural,17168.0
Jawa Tengah,Buah-buahan/Fruits,rural,29549.0
Jawa Tengah,Minyak dan kelapa/Oil and coconut,rural,16646.0
Jawa Tengah,Bahan minuman/Beverages stuffs,rural,21950.0
Jawa Tengah,Bumbu-bumbuan/Spices,rural,13388.0
Jawa Tengah,Konsumsi lainnya/Miscellaneous food items,rural,11695.0
Jawa Tengah,Makanan dan minuman jadi/Prepared food and beverages,rural,190055.0
Jawa Tengah,Rokok/Cigarettes,rural,84327.0
Jawa Tengah,Jumlah makanan/Total food,rural,600688.0
Jawa Tengah,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,237342.0
Jawa Tengah,Aneka barang dan jasa/Goods and services,rural,117511.0
Jawa Tengah,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,24092.0
Jawa Tengah,Barang tahan lama/Durable goods,rural,43005.0
Jawa Tengah,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,40335.0
Jawa Tengah,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,28865.0
Jawa Tengah,Jumlah bukan makanan/Total non-food,rural,491150.0
Jawa Tengah,Jumlah/Total,rural,1091838.0
Jawa Tengah,Padi-padian/Cereals,total,81905.0
Jawa Tengah,Umbi-umbian/Tubers,total,4620.0
Jawa Tengah,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,28127.0
Jawa Tengah,Daging/Meat,total,27701.0
Jawa Tengah,Telur dan susu/Eggs and milk,total,32742.0
Jawa Tengah,Sayur-sayuran/Vegetables,total,51295.0
Jawa Tengah,Kacang-kacangan/Legumes,total,17183.0
Jawa Tengah,Buah-buahan/Fruits,total,34467.0
Jawa Tengah,Minyak dan kelapa/Oil and coconut,total,16324.0
Jawa Tengah,Bahan minuman/Beverages stuffs,total,21768.0
Jawa Tengah,Bumbu-bumbuan/Spices,total,13839.0
Jawa Tengah,Konsumsi lainnya/Miscellaneous food items,total,11959.0
Jawa Tengah,Makanan dan minuman jadi/Prepared food and beverages,total,223602.0
Jawa Tengah,Rokok/Cigarettes,total,81779.0
Jawa Tengah,Jumlah makanan/Total food,total,647311.0
Jawa Tengah,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,300276.0
Jawa Tengah,Aneka barang dan jasa/Goods and services,total,156321.0
Jawa Tengah,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,27170.0
Jawa Tengah,Barang tahan lama/Durable goods,total,51603.0
Jawa Tengah,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,52495.0
Jawa Tengah,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,36502.0
Jawa Tengah,Jumlah bukan makanan/Total non-food,total,624368.0
Jawa Tengah,Jumlah/Total,total,1271678.0
Jawa Timur,Padi-padian/Cereals,urban,87522.0
Jawa Timur,Umbi-umbian/Tubers,urban,6432.0
Jawa Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,46501.0
Jawa Timur,Daging/Meat,urban,38416.0
Jawa Timur,Telur dan susu/Eggs and milk,urban,42659.0
Jawa Timur,Sayur-sayuran/Vegetables,urban,52605.0
Jawa Timur,Kacang-kacangan/Legumes,urban,20369.0
Jawa Timur,Buah-buahan/Fruits,urban,41340.0
Jawa Timur,Minyak dan kelapa/Oil and coconut,urban,18149.0
Jawa Timur,Bahan minuman/Beverages stuffs,urban,19866.0
Jawa Timur,Bumbu-bumbuan/Spices,urban,15020.0
Jawa Timur,Konsumsi lainnya/Miscellaneous food items,urban,12658.0
Jawa Timur,Makanan dan minuman jadi/Prepared food and beverages,urban,250611.0
Jawa Timur,Rokok/Cigarettes,urban,83235.0
Jawa Timur,Jumlah makanan/Total food,urban,735383.0
Jawa Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,403597.0
Jawa Timur,Aneka barang dan jasa/Goods and services,urban,213457.0
Jawa Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,32559.0
Jawa Timur,Barang tahan lama/Durable goods,urban,55299.0
Jawa Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,71378.0
Jawa Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,36057.0
Jawa Timur,Jumlah bukan makanan/Total non-food,urban,812347.0
Jawa Timur,Jumlah/Total,urban,1547730.0
Jawa Timur,Padi-padian/Cereals,rural,96699.0
Jawa Timur,Umbi-umbian/Tubers,rural,5801.0
Jawa Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,37804.0
Jawa Timur,Daging/Meat,rural,24952.0
Jawa Timur,Telur dan susu/Eggs and milk,rural,27797.0
Jawa Timur,Sayur-sayuran/Vegetables,rural,50312.0
Jawa Timur,Kacang-kacangan/Legumes,rural,18179.0
Jawa Timur,Buah-buahan/Fruits,rural,30540.0
Jawa Timur,Minyak dan kelapa/Oil and coconut,rural,18786.0
Jawa Timur,Bahan minuman/Beverages stuffs,rural,20875.0
Jawa Timur,Bumbu-bumbuan/Spices,rural,14119.0
Jawa Timur,Konsumsi lainnya/Miscellaneous food items,rural,12398.0
Jawa Timur,Makanan dan minuman jadi/Prepared food and beverages,rural,184159.0
Jawa Timur,Rokok/Cigarettes,rural,86096.0
Jawa Timur,Jumlah makanan/Total food,rural,628516.0
Jawa Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,236039.0
Jawa Timur,Aneka barang dan jasa/Goods and services,rural,107843.0
Jawa Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,24529.0
Jawa Timur,Barang tahan lama/Durable goods,rural,48648.0
Jawa Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,37467.0
Jawa Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,23709.0
Jawa Timur,Jumlah bukan makanan/Total non-food,rural,478236.0
Jawa Timur,Jumlah/Total,rural,1106752.0
Jawa Timur,Padi-padian/Cereals,total,91492.0
Jawa Timur,Umbi-umbian/Tubers,total,6159.0
Jawa Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,42738.0
Jawa Timur,Daging/Meat,total,32591.0
Jawa Timur,Telur dan susu/Eggs and milk,total,36229.0
Jawa Timur,Sayur-sayuran/Vegetables,total,51613.0
Jawa Timur,Kacang-kacangan/Legumes,total,19421.0
Jawa Timur,Buah-buahan/Fruits,total,36667.0
Jawa Timur,Minyak dan kelapa/Oil and coconut,total,18425.0
Jawa Timur,Bahan minuman/Beverages stuffs,total,20302.0
Jawa Timur,Bumbu-bumbuan/Spices,total,14630.0
Jawa Timur,Konsumsi lainnya/Miscellaneous food items,total,12545.0
Jawa Timur,Makanan dan minuman jadi/Prepared food and beverages,total,221861.0
Jawa Timur,Rokok/Cigarettes,total,84472.0
Jawa Timur,Jumlah makanan/Total food,total,689148.0
Jawa Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,331104.0
Jawa Timur,Aneka barang dan jasa/Goods and services,total,167764.0
Jawa Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,29085.0
Jawa Timur,Barang tahan lama/Durable goods,total,52422.0
Jawa Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,56707.0
Jawa Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,30715.0
Jawa Timur,Jumlah bukan makanan/Total non-food,total,667796.0
Jawa Timur,Jumlah/Total,total,1356943.0
Kalimantan Barat,Padi-padian/Cereals,urban,87434.0
Kalimantan Barat,Umbi-umbian/Tubers,urban,6054.0
Kalimantan Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,93574.0
Kalimantan Barat,Daging/Meat,urban,55149.0
Kalimantan Barat,Telur dan susu/Eggs and milk,urban,49397.0
Kalimantan Barat,Sayur-sayuran/Vegetables,urban,59491.0
Kalimantan Barat,Kacang-kacangan/Legumes,urban,12792.0
Kalimantan Barat,Buah-buahan/Fruits,urban,42103.0
Kalimantan Barat,Minyak dan kelapa/Oil and coconut,urban,17441.0
Kalimantan Barat,Bahan minuman/Beverages stuffs,urban,20361.0
Kalimantan Barat,Bumbu-bumbuan/Spices,urban,19754.0
Kalimantan Barat,Konsumsi lainnya/Miscellaneous food items,urban,15804.0
Kalimantan Barat,Makanan dan minuman jadi/Prepared food and beverages,urban,263474.0
Kalimantan Barat,Rokok/Cigarettes,urban,82339.0
Kalimantan Barat,Jumlah makanan/Total food,urban,825169.0
Kalimantan Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,509707.0
Kalimantan Barat,Aneka barang dan jasa/Goods and services,urban,211398.0
Kalimantan Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,42999.0
Kalimantan Barat,Barang tahan lama/Durable goods,urban,57825.0
Kalimantan Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,72674.0
Kalimantan Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,22342.0
Kalimantan Barat,Jumlah bukan makanan/Total non-food,urban,916945.0
Kalimantan Barat,Jumlah/Total,urban,1742114.0
Kalimantan Barat,Padi-padian/Cereals,rural,103707.0
Kalimantan Barat,Umbi-umbian/Tubers,rural,4775.0
Kalimantan Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,76936.0
Kalimantan Barat,Daging/Meat,rural,43507.0
Kalimantan Barat,Telur dan susu/Eggs and milk,rural,30939.0
Kalimantan Barat,Sayur-sayuran/Vegetables,rural,54208.0
Kalimantan Barat,Kacang-kacangan/Legumes,rural,8685.0
Kalimantan Barat,Buah-buahan/Fruits,rural,29269.0
Kalimantan Barat,Minyak dan kelapa/Oil and coconut,rural,15520.0
Kalimantan Barat,Bahan minuman/Beverages stuffs,rural,24513.0
Kalimantan Barat,Bumbu-bumbuan/Spices,rural,16169.0
Kalimantan Barat,Konsumsi lainnya/Miscellaneous food items,rural,13973.0
Kalimantan Barat,Makanan dan minuman jadi/Prepared food and beverages,rural,159050.0
Kalimantan Barat,Rokok/Cigarettes,rural,99777.0
Kalimantan Barat,Jumlah makanan/Total food,rural,681028.0
Kalimantan Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,290557.0
Kalimantan Barat,Aneka barang dan jasa/Goods and services,rural,100220.0
Kalimantan Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,22020.0
Kalimantan Barat,Barang tahan lama/Durable goods,rural,33773.0
Kalimantan Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,34143.0
Kalimantan Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,9454.0
Kalimantan Barat,Jumlah bukan makanan/Total non-food,rural,490166.0
Kalimantan Barat,Jumlah/Total,rural,1171194.0
Kalimantan Barat,Padi-padian/Cereals,total,97526.0
Kalimantan Barat,Umbi-umbian/Tubers,total,5261.0
Kalimantan Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,83256.0
Kalimantan Barat,Daging/Meat,total,47929.0
Kalimantan Barat,Telur dan susu/Eggs and milk,total,37951.0
Kalimantan Barat,Sayur-sayuran/Vegetables,total,56215.0
Kalimantan Barat,Kacang-kacangan/Legumes,total,10245.0
Kalimantan Barat,Buah-buahan/Fruits,total,34145.0
Kalimantan Barat,Minyak dan kelapa/Oil and coconut,total,16250.0
Kalimantan Barat,Bahan minuman/Beverages stuffs,total,22936.0
Kalimantan Barat,Bumbu-bumbuan/Spices,total,17531.0
Kalimantan Barat,Konsumsi lainnya/Miscellaneous food items,total,14669.0
Kalimantan Barat,Makanan dan minuman jadi/Prepared food and beverages,total,198719.0
Kalimantan Barat,Rokok/Cigarettes,total,93153.0
Kalimantan Barat,Jumlah makanan/Total food,total,735785.0
Kalimantan Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,373808.0
Kalimantan Barat,Aneka barang dan jasa/Goods and services,total,142455.0
Kalimantan Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,29989.0
Kalimantan Barat,Barang tahan lama/Durable goods,total,42910.0
Kalimantan Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,48780.0
Kalimantan Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,14350.0
Kalimantan Barat,Jumlah bukan makanan/Total non-food,total,652292.0
Kalimantan Barat,Jumlah/Total,total,1388077.0
Kalimantan Selatan,Padi-padian/Cereals,urban,85350.0
Kalimantan Selatan,Umbi-umbian/Tubers,urban,4764.0
Kalimantan Selatan,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,79872.0
Kalimantan Selatan,Daging/Meat,urban,40081.0
Kalimantan Selatan,Telur dan susu/Eggs and milk,urban,49581.0
Kalimantan Selatan,Sayur-sayuran/Vegetables,urban,45716.0
Kalimantan Selatan,Kacang-kacangan/Legumes,urban,11419.0
Kalimantan Selatan,Buah-buahan/Fruits,urban,44504.0
Kalimantan Selatan,Minyak dan kelapa/Oil and coconut,urban,16542.0
Kalimantan Selatan,Bahan minuman/Beverages stuffs,urban,21040.0
Kalimantan Selatan,Bumbu-bumbuan/Spices,urban,15734.0
Kalimantan Selatan,Konsumsi lainnya/Miscellaneous food items,urban,17820.0
Kalimantan Selatan,Makanan dan minuman jadi/Prepared food and beverages,urban,327071.0
Kalimantan Selatan,Rokok/Cigarettes,urban,75275.0
Kalimantan Selatan,Jumlah makanan/Total food,urban,834769.0
Kalimantan Selatan,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,467919.0
Kalimantan Selatan,Aneka barang dan jasa/Goods and services,urban,200002.0
Kalimantan Selatan,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,43285.0
Kalimantan Selatan,Barang tahan lama/Durable goods,urban,69624.0
Kalimantan Selatan,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,62394.0
Kalimantan Selatan,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,42024.0
Kalimantan Selatan,Jumlah bukan makanan/Total non-food,urban,885248.0
Kalimantan Selatan,Jumlah/Total,urban,1720017.0
Kalimantan Selatan,Padi-padian/Cereals,rural,103679.0
Kalimantan Selatan,Umbi-umbian/Tubers,rural,3883.0
Kalimantan Selatan,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,78483.0
Kalimantan Selatan,Daging/Meat,rural,25698.0
Kalimantan Selatan,Telur dan susu/Eggs and milk,rural,36199.0
Kalimantan Selatan,Sayur-sayuran/Vegetables,rural,47726.0
Kalimantan Selatan,Kacang-kacangan/Legumes,rural,11446.0
Kalimantan Selatan,Buah-buahan/Fruits,rural,40187.0
Kalimantan Selatan,Minyak dan kelapa/Oil and coconut,rural,18343.0
Kalimantan Selatan,Bahan minuman/Beverages stuffs,rural,25570.0
Kalimantan Selatan,Bumbu-bumbuan/Spices,rural,16337.0
Kalimantan Selatan,Konsumsi lainnya/Miscellaneous food items,rural,17363.0
Kalimantan Selatan,Makanan dan minuman jadi/Prepared food and beverages,rural,252753.0
Kalimantan Selatan,Rokok/Cigarettes,rural,87247.0
Kalimantan Selatan,Jumlah makanan/Total food,rural,764913.0
Kalimantan Selatan,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,315830.0
Kalimantan Selatan,Aneka barang dan jasa/Goods and services,rural,115734.0
Kalimantan Selatan,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,32349.0
Kalimantan Selatan,Barang tahan lama/Durable goods,rural,48901.0
Kalimantan Selatan,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,48584.0
Kalimantan Selatan,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,20614.0
Kalimantan Selatan,Jumlah bukan makanan/Total non-food,rural,582011.0
Kalimantan Selatan,Jumlah/Total,rural,1346924.0
Kalimantan Selatan,Padi-padian/Cereals,total,94487.0
Kalimantan Selatan,Umbi-umbian/Tubers,total,4325.0
Kalimantan Selatan,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,79180.0
Kalimantan Selatan,Daging/Meat,total,32911.0
Kalimantan Selatan,Telur dan susu/Eggs and milk,total,42910.0
Kalimantan Selatan,Sayur-sayuran/Vegetables,total,46718.0
Kalimantan Selatan,Kacang-kacangan/Legumes,total,11432.0
Kalimantan Selatan,Buah-buahan/Fruits,total,42352.0
Kalimantan Selatan,Minyak dan kelapa/Oil and coconut,total,17440.0
Kalimantan Selatan,Bahan minuman/Beverages stuffs,total,23298.0
Kalimantan Selatan,Bumbu-bumbuan/Spices,total,16034.0
Kalimantan Selatan,Konsumsi lainnya/Miscellaneous food items,total,17593.0
Kalimantan Selatan,Makanan dan minuman jadi/Prepared food and beverages,total,290025.0
Kalimantan Selatan,Rokok/Cigarettes,total,81243.0
Kalimantan Selatan,Jumlah makanan/Total food,total,799948.0
Kalimantan Selatan,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,392106.0
Kalimantan Selatan,Aneka barang dan jasa/Goods and services,total,157996.0
Kalimantan Selatan,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,37834.0
Kalimantan Selatan,Barang tahan lama/Durable goods,total,59294.0
Kalimantan Selatan,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,55510.0
Kalimantan Selatan,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,31351.0
Kalimantan Selatan,Jumlah bukan makanan/Total non-food,total,734092.0
Kalimantan Selatan,Jumlah/Total,total,1534039.0
Kalimantan Tengah,Padi-padian/Cereals,urban,86729.0
Kalimantan Tengah,Umbi-umbian/Tubers,urban,6469.0
Kalimantan Tengah,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,87874.0
Kalimantan Tengah,Daging/Meat,urban,52679.0
Kalimantan Tengah,Telur dan susu/Eggs and milk,urban,46024.0
Kalimantan Tengah,Sayur-sayuran/Vegetables,urban,60570.0
Kalimantan Tengah,Kacang-kacangan/Legumes,urban,13519.0
Kalimantan Tengah,Buah-buahan/Fruits,urban,41406.0
Kalimantan Tengah,Minyak dan kelapa/Oil and coconut,urban,17890.0
Kalimantan Tengah,Bahan minuman/Beverages stuffs,urban,22594.0
Kalimantan Tengah,Bumbu-bumbuan/Spices,urban,21002.0
Kalimantan Tengah,Konsumsi lainnya/Miscellaneous food items,urban,17149.0
Kalimantan Tengah,Makanan dan minuman jadi/Prepared food and beverages,urban,257032.0
Kalimantan Tengah,Rokok/Cigarettes,urban,96816.0
Kalimantan Tengah,Jumlah makanan/Total food,urban,827753.0
Kalimantan Tengah,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,493046.0
Kalimantan Tengah,Aneka barang dan jasa/Goods and services,urban,178597.0
Kalimantan Tengah,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,33451.0
Kalimantan Tengah,Barang tahan lama/Durable goods,urban,57535.0
Kalimantan Tengah,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,64559.0
Kalimantan Tengah,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,31300.0
Kalimantan Tengah,Jumlah bukan makanan/Total non-food,urban,858487.0
Kalimantan Tengah,Jumlah/Total,urban,1686240.0
Kalimantan Tengah,Padi-padian/Cereals,rural,113876.0
Kalimantan Tengah,Umbi-umbian/Tubers,rural,6818.0
Kalimantan Tengah,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,94463.0
Kalimantan Tengah,Daging/Meat,rural,50943.0
Kalimantan Tengah,Telur dan susu/Eggs and milk,rural,41450.0
Kalimantan Tengah,Sayur-sayuran/Vegetables,rural,71272.0
Kalimantan Tengah,Kacang-kacangan/Legumes,rural,12337.0
Kalimantan Tengah,Buah-buahan/Fruits,rural,41409.0
Kalimantan Tengah,Minyak dan kelapa/Oil and coconut,rural,21625.0
Kalimantan Tengah,Bahan minuman/Beverages stuffs,rural,32197.0
Kalimantan Tengah,Bumbu-bumbuan/Spices,rural,23845.0
Kalimantan Tengah,Konsumsi lainnya/Miscellaneous food items,rural,19532.0
Kalimantan Tengah,Makanan dan minuman jadi/Prepared food and beverages,rural,180124.0
Kalimantan Tengah,Rokok/Cigarettes,rural,131155.0
Kalimantan Tengah,Jumlah makanan/Total food,rural,841046.0
Kalimantan Tengah,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,381921.0
Kalimantan Tengah,Aneka barang dan jasa/Goods and services,rural,136997.0
Kalimantan Tengah,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,27960.0
Kalimantan Tengah,Barang tahan lama/Durable goods,rural,53743.0
Kalimantan Tengah,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,49848.0
Kalimantan Tengah,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,25148.0
Kalimantan Tengah,Jumlah bukan makanan/Total non-food,rural,675618.0
Kalimantan Tengah,Jumlah/Total,rural,1516664.0
Kalimantan Tengah,Padi-padian/Cereals,total,102025.0
Kalimantan Tengah,Umbi-umbian/Tubers,total,6666.0
Kalimantan Tengah,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,91586.0
Kalimantan Tengah,Daging/Meat,total,51701.0
Kalimantan Tengah,Telur dan susu/Eggs and milk,total,43446.0
Kalimantan Tengah,Sayur-sayuran/Vegetables,total,66600.0
Kalimantan Tengah,Kacang-kacangan/Legumes,total,12853.0
Kalimantan Tengah,Buah-buahan/Fruits,total,41408.0
Kalimantan Tengah,Minyak dan kelapa/Oil and coconut,total,19994.0
Kalimantan Tengah,Bahan minuman/Beverages stuffs,total,28005.0
Kalimantan Tengah,Bumbu-bumbuan/Spices,total,22604.0
Kalimantan Tengah,Konsumsi lainnya/Miscellaneous food items,total,18492.0
Kalimantan Tengah,Makanan dan minuman jadi/Prepared food and beverages,total,213697.0
Kalimantan Tengah,Rokok/Cigarettes,total,116164.0
Kalimantan Tengah,Jumlah makanan/Total food,total,835243.0
Kalimantan Tengah,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,430432.0
Kalimantan Tengah,Aneka barang dan jasa/Goods and services,total,155157.0
Kalimantan Tengah,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,30357.0
Kalimantan Tengah,Barang tahan lama/Durable goods,total,55398.0
Kalimantan Tengah,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,56270.0
Kalimantan Tengah,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,27834.0
Kalimantan Tengah,Jumlah bukan makanan/Total non-food,total,755448.0
Kalimantan Tengah,Jumlah/Total,total,1590691.0
Kalimantan Timur,Padi-padian/Cereals,urban,87741.0
Kalimantan Timur,Umbi-umbian/Tubers,urban,7501.0
Kalimantan Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,96562.0
Kalimantan Timur,Daging/Meat,urban,51719.0
Kalimantan Timur,Telur dan susu/Eggs and milk,urban,53757.0
Kalimantan Timur,Sayur-sayuran/Vegetables,urban,66644.0
Kalimantan Timur,Kacang-kacangan/Legumes,urban,16919.0
Kalimantan Timur,Buah-buahan/Fruits,urban,56873.0
Kalimantan Timur,Minyak dan kelapa/Oil and coconut,urban,18822.0
Kalimantan Timur,Bahan minuman/Beverages stuffs,urban,21177.0
Kalimantan Timur,Bumbu-bumbuan/Spices,urban,18272.0
Kalimantan Timur,Konsumsi lainnya/Miscellaneous food items,urban,17109.0
Kalimantan Timur,Makanan dan minuman jadi/Prepared food and beverages,urban,347310.0
Kalimantan Timur,Rokok/Cigarettes,urban,89716.0
Kalimantan Timur,Jumlah makanan/Total food,urban,950121.0
Kalimantan Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,675796.0
Kalimantan Timur,Aneka barang dan jasa/Goods and services,urban,273951.0
Kalimantan Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,48737.0
Kalimantan Timur,Barang tahan lama/Durable goods,urban,105672.0
Kalimantan Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,96636.0
Kalimantan Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,47767.0
Kalimantan Timur,Jumlah bukan makanan/Total non-food,urban,1248560.0
Kalimantan Timur,Jumlah/Total,urban,2198681.0
Kalimantan Timur,Padi-padian/Cereals,rural,102652.0
Kalimantan Timur,Umbi-umbian/Tubers,rural,7282.0
Kalimantan Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,95102.0
Kalimantan Timur,Daging/Meat,rural,48739.0
Kalimantan Timur,Telur dan susu/Eggs and milk,rural,39336.0
Kalimantan Timur,Sayur-sayuran/Vegetables,rural,68154.0
Kalimantan Timur,Kacang-kacangan/Legumes,rural,15662.0
Kalimantan Timur,Buah-buahan/Fruits,rural,51906.0
Kalimantan Timur,Minyak dan kelapa/Oil and coconut,rural,20456.0
Kalimantan Timur,Bahan minuman/Beverages stuffs,rural,25704.0
Kalimantan Timur,Bumbu-bumbuan/Spices,rural,20655.0
Kalimantan Timur,Konsumsi lainnya/Miscellaneous food items,rural,18626.0
