province,commodity,area,value
Maluku Utara,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,49092.0
Maluku Utara,Barang tahan lama/Durable goods,urban,62740.0
Maluku Utara,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,62184.0
Maluku Utara,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,23504.0
Maluku Utara,Jumlah bukan makanan/Total non-food,urban,1055403.0
Maluku Utara,Jumlah/Total,urban,1893235.0
Maluku Utara,Padi-padian/Cereals,rural,117967.0
Maluku Utara,Umbi-umbian/Tubers,rural,17330.0
Maluku Utara,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,79842.0
Maluku Utara,Daging/Meat,rural,10597.0
Maluku Utara,Telur dan susu/Eggs and milk,rural,21929.0
Maluku Utara,Sayur-sayuran/Vegetables,rural,66797.0
Maluku Utara,Kacang-kacangan/Legumes,rural,5907.0
Maluku Utara,Buah-buahan/Fruits,rural,48597.0
Maluku Utara,Minyak dan kelapa/Oil and coconut,rural,25983.0
Maluku Utara,Bahan minuman/Beverages stuffs,rural,25996.0
Maluku Utara,Bumbu-bumbuan/Spices,rural,21297.0
Maluku Utara,Konsumsi lainnya/Miscellaneous food items,rural,12050.0
Maluku Utara,Makanan dan minuman jadi/Prepared food and beverages,rural,116892.0
Maluku Utara,Rokok/Cigarettes,rural,109696.0
Maluku Utara,Jumlah makanan/Total food,rural,680880.0
Maluku Utara,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,351143.0
Maluku Utara,Aneka barang dan jasa/Goods and services,rural,119313.0
Maluku Utara,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,29114.0
Maluku Utara,Barang tahan lama/Durable goods,rural,38890.0
Maluku Utara,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,31783.0
Maluku Utara,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,13196.0
Maluku Utara,Jumlah bukan makanan/Total non-food,rural,583439.0
Maluku Utara,Jumlah/Total,rural,1264319.0
Maluku Utara,Padi-padian/Cereals,total,111658.0
Maluku Utara,Umbi-umbian/Tubers,total,14702.0
Maluku Utara,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,83104.0
Maluku Utara,Daging/Meat,total,12671.0
Maluku Utara,Telur dan susu/Eggs and milk,total,24399.0
Maluku Utara,Sayur-sayuran/Vegetables,total,69416.0
Maluku Utara,Kacang-kacangan/Legumes,total,7254.0
Maluku Utara,Buah-buahan/Fruits,total,55076.0
Maluku Utara,Minyak dan kelapa/Oil and coconut,total,25000.0
Maluku Utara,Bahan minuman/Beverages stuffs,total,24073.0
Maluku Utara,Bumbu-bumbuan/Spices,total,20783.0
Maluku Utara,Konsumsi lainnya/Miscellaneous food items,total,11899.0
Maluku Utara,Makanan dan minuman jadi/Prepared food and beverages,total,150656.0
Maluku Utara,Rokok/Cigarettes,total,115857.0
Maluku Utara,Jumlah makanan/Total food,total,726547.0
Maluku Utara,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,440662.0
Maluku Utara,Aneka barang dan jasa/Goods and services,total,142521.0
Maluku Utara,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,34927.0
Maluku Utara,Barang tahan lama/Durable goods,total,45830.0
Maluku Utara,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,40629.0
Maluku Utara,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,16195.0
Maluku Utara,Jumlah bukan makanan/Total non-food,total,720763.0
Maluku Utara,Jumlah/Total,total,1447310.0
Nusa Tenggara Barat,Padi-padian/Cereals,urban,116240.0
Nusa Tenggara Barat,Umbi-umbian/Tubers,urban,4937.0
Nusa Tenggara Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,61692.0
Nusa Tenggara Barat,Daging/Meat,urban,40194.0
Nusa Tenggara Barat,Telur dan susu/Eggs and milk,urban,32382.0
Nusa Tenggara Barat,Sayur-sayuran/Vegetables,urban,56392.0
Nusa Tenggara Barat,Kacang-kacangan/Legumes,urban,15538.0
Nusa Tenggara Barat,Buah-buahan/Fruits,urban,57072.0
Nusa Tenggara Barat,Minyak dan kelapa/Oil and coconut,urban,15638.0
Nusa Tenggara Barat,Bahan minuman/Beverages stuffs,urban,16395.0
Nusa Tenggara Barat,Bumbu-bumbuan/Spices,urban,14652.0
Nusa Tenggara Barat,Konsumsi lainnya/Miscellaneous food items,urban,12020.0
Nusa Tenggara Barat,Makanan dan minuman jadi/Prepared food and beverages,urban,252547.0
Nusa Tenggara Barat,Rokok/Cigarettes,urban,73806.0
Nusa Tenggara Barat,Jumlah makanan/Total food,urban,769504.0
Nusa Tenggara Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,320975.0
Nusa Tenggara Barat,Aneka barang dan jasa/Goods and services,urban,143402.0
Nusa Tenggara Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,31918.0
Nusa Tenggara Barat,Barang tahan lama/Durable goods,urban,55761.0
Nusa Tenggara Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,45738.0
Nusa Tenggara Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,30059.0
Nusa Tenggara Barat,Jumlah bukan makanan/Total non-food,urban,627853.0
Nusa Tenggara Barat,Jumlah/Total,urban,1397357.0
Nusa Tenggara Barat,Padi-padian/Cereals,rural,126836.0
Nusa Tenggara Barat,Umbi-umbian/Tubers,rural,3853.0
Nusa Tenggara Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,61169.0
Nusa Tenggara Barat,Daging/Meat,rural,28935.0
Nusa Tenggara Barat,Telur dan susu/Eggs and milk,rural,23586.0
Nusa Tenggara Barat,Sayur-sayuran/Vegetables,rural,54227.0
Nusa Tenggara Barat,Kacang-kacangan/Legumes,rural,11734.0
Nusa Tenggara Barat,Buah-buahan/Fruits,rural,41307.0
Nusa Tenggara Barat,Minyak dan kelapa/Oil and coconut,rural,15130.0
Nusa Tenggara Barat,Bahan minuman/Beverages stuffs,rural,16918.0
Nusa Tenggara Barat,Bumbu-bumbuan/Spices,rural,13678.0
Nusa Tenggara Barat,Konsumsi lainnya/Miscellaneous food items,rural,11863.0
Nusa Tenggara Barat,Makanan dan minuman jadi/Prepared food and beverages,rural,189994.0
Nusa Tenggara Barat,Rokok/Cigarettes,rural,87852.0
Nusa Tenggara Barat,Jumlah makanan/Total food,rural,687084.0
Nusa Tenggara Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,242572.0
Nusa Tenggara Barat,Aneka barang dan jasa/Goods and services,rural,93880.0
Nusa Tenggara Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,25948.0
Nusa Tenggara Barat,Barang tahan lama/Durable goods,rural,47148.0
Nusa Tenggara Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,29814.0
Nusa Tenggara Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,19643.0
Nusa Tenggara Barat,Jumlah bukan makanan/Total non-food,rural,459005.0
Nusa Tenggara Barat,Jumlah/Total,rural,1146089.0
Nusa Tenggara Barat,Padi-padian/Cereals,total,121310.0
Nusa Tenggara Barat,Umbi-umbian/Tubers,total,4419.0
Nusa Tenggara Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,61442.0
Nusa Tenggara Barat,Daging/Meat,total,34807.0
Nusa Tenggara Barat,Telur dan susu/Eggs and milk,total,28174.0
Nusa Tenggara Barat,Sayur-sayuran/Vegetables,total,55356.0
Nusa Tenggara Barat,Kacang-kacangan/Legumes,total,13718.0
Nusa Tenggara Barat,Buah-buahan/Fruits,total,49529.0
Nusa Tenggara Barat,Minyak dan kelapa/Oil and coconut,total,15395.0
Nusa Tenggara Barat,Bahan minuman/Beverages stuffs,total,16645.0
Nusa Tenggara Barat,Bumbu-bumbuan/Spices,total,14186.0
Nusa Tenggara Barat,Konsumsi lainnya/Miscellaneous food items,total,11945.0
Nusa Tenggara Barat,Makanan dan minuman jadi/Prepared food and beverages,total,222619.0
Nusa Tenggara Barat,Rokok/Cigarettes,total,80526.0
Nusa Tenggara Barat,Jumlah makanan/Total food,total,730071.0
Nusa Tenggara Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,283463.0
Nusa Tenggara Barat,Aneka barang dan jasa/Goods and services,total,119709.0
Nusa Tenggara Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,29062.0
Nusa Tenggara Barat,Barang tahan lama/Durable goods,total,51640.0
Nusa Tenggara Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,38119.0
Nusa Tenggara Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,25075.0
Nusa Tenggara Barat,Jumlah bukan makanan/Total non-food,total,547068.0
Nusa Tenggara Barat,Jumlah/Total,total,1277139.0
Nusa Tenggara Timur,Padi-padian/Cereals,urban,128854.0
Nusa Tenggara Timur,Umbi-umbian/Tubers,urban,5573.0
Nusa Tenggara Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,57286.0
Nusa Tenggara Timur,Daging/Meat,urban,40527.0
Nusa Tenggara Timur,Telur dan susu/Eggs and milk,urban,33173.0
Nusa Tenggara Timur,Sayur-sayuran/Vegetables,urban,60777.0
Nusa Tenggara Timur,Kacang-kacangan/Legumes,urban,13100.0
Nusa Tenggara Timur,Buah-buahan/Fruits,urban,25432.0
Nusa Tenggara Timur,Minyak dan kelapa/Oil and coconut,urban,14747.0
Nusa Tenggara Timur,Bahan minuman/Beverages stuffs,urban,18125.0
Nusa Tenggara Timur,Bumbu-bumbuan/Spices,urban,10819.0
Nusa Tenggara Timur,Konsumsi lainnya/Miscellaneous food items,urban,8711.0
Nusa Tenggara Timur,Makanan dan minuman jadi/Prepared food and beverages,urban,147095.0
Nusa Tenggara Timur,Rokok/Cigarettes,urban,58442.0
Nusa Tenggara Timur,Jumlah makanan/Total food,urban,622662.0
Nusa Tenggara Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,398056.0
Nusa Tenggara Timur,Aneka barang dan jasa/Goods and services,urban,147399.0
Nusa Tenggara Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,23592.0
Nusa Tenggara Timur,Barang tahan lama/Durable goods,urban,31414.0
Nusa Tenggara Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,57666.0
Nusa Tenggara Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,24083.0
Nusa Tenggara Timur,Jumlah bukan makanan/Total non-food,urban,682210.0
Nusa Tenggara Timur,Jumlah/Total,urban,1304872.0
Nusa Tenggara Timur,Padi-padian/Cereals,rural,145184.0
Nusa Tenggara Timur,Umbi-umbian/Tubers,rural,5098.0
Nusa Tenggara Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,38658.0
Nusa Tenggara Timur,Daging/Meat,rural,34436.0
Nusa Tenggara Timur,Telur dan susu/Eggs and milk,rural,16076.0
Nusa Tenggara Timur,Sayur-sayuran/Vegetables,rural,48185.0
Nusa Tenggara Timur,Kacang-kacangan/Legumes,rural,6882.0
Nusa Tenggara Timur,Buah-buahan/Fruits,rural,15558.0
Nusa Tenggara Timur,Minyak dan kelapa/Oil and coconut,rural,12825.0
Nusa Tenggara Timur,Bahan minuman/Beverages stuffs,rural,21655.0
Nusa Tenggara Timur,Bumbu-bumbuan/Spices,rural,7904.0
Nusa Tenggara Timur,Konsumsi lainnya/Miscellaneous food items,rural,6685.0
Nusa Tenggara Timur,Makanan dan minuman jadi/Prepared food and beverages,rural,97002.0
Nusa Tenggara Timur,Rokok/Cigarettes,rural,55736.0
Nusa Tenggara Timur,Jumlah makanan/Total food,rural,511882.0
Nusa Tenggara Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,198959.0
Nusa Tenggara Timur,Aneka barang dan jasa/Goods and services,rural,69207.0
Nusa Tenggara Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,14072.0
Nusa Tenggara Timur,Barang tahan lama/Durable goods,rural,19471.0
Nusa Tenggara Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,33853.0
Nusa Tenggara Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,9640.0
Nusa Tenggara Timur,Jumlah bukan makanan/Total non-food,rural,345203.0
Nusa Tenggara Timur,Jumlah/Total,rural,857085.0
Nusa Tenggara Timur,Padi-padian/Cereals,total,140853.0
Nusa Tenggara Timur,Umbi-umbian/Tubers,total,5224.0
Nusa Tenggara Timur,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,43599.0
Nusa Tenggara Timur,Daging/Meat,total,36052.0
Nusa Tenggara Timur,Telur dan susu/Eggs and milk,total,20611.0
Nusa Tenggara Timur,Sayur-sayuran/Vegetables,total,51525.0
Nusa Tenggara Timur,Kacang-kacangan/Legumes,total,8531.0
Nusa Tenggara Timur,Buah-buahan/Fruits,total,18177.0
Nusa Tenggara Timur,Minyak dan kelapa/Oil and coconut,total,13335.0
Nusa Tenggara Timur,Bahan minuman/Beverages stuffs,total,20719.0
Nusa Tenggara Timur,Bumbu-bumbuan/Spices,total,8677.0
Nusa Tenggara Timur,Konsumsi lainnya/Miscellaneous food items,total,7222.0
Nusa Tenggara Timur,Makanan dan minuman jadi/Prepared food and beverages,total,110289.0
Nusa Tenggara Timur,Rokok/Cigarettes,total,56454.0
Nusa Tenggara Timur,Jumlah makanan/Total food,total,541265.0
Nusa Tenggara Timur,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,251767.0
Nusa Tenggara Timur,Aneka barang dan jasa/Goods and services,total,89947.0
Nusa Tenggara Timur,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,16597.0
Nusa Tenggara Timur,Barang tahan lama/Durable goods,total,22639.0
Nusa Tenggara Timur,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,40169.0
Nusa Tenggara Timur,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,13471.0
Nusa Tenggara Timur,Jumlah bukan makanan/Total non-food,total,434589.0
Nusa Tenggara Timur,Jumlah/Total,total,975854.0
Papua,Padi-padian/Cereals,urban,76911.0
Papua,Umbi-umbian/Tubers,urban,21981.0
Papua,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,108283.0
Papua,Daging/Meat,urban,44257.0
Papua,Telur dan susu/Eggs and milk,urban,50744.0
Papua,Sayur-sayuran/Vegetables,urban,79601.0
Papua,Kacang-kacangan/Legumes,urban,15518.0
Papua,Buah-buahan/Fruits,urban,36531.0
Papua,Minyak dan kelapa/Oil and coconut,urban,24992.0
Papua,Bahan minuman/Beverages stuffs,urban,20122.0
Papua,Bumbu-bumbuan/Spices,urban,21724.0
Papua,Konsumsi lainnya/Miscellaneous food items,urban,13315.0
Papua,Makanan dan minuman jadi/Prepared food and beverages,urban,215584.0
Papua,Rokok/Cigarettes,urban,87633.0
Papua,Jumlah makanan/Total food,urban,817195.0
Papua,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,679941.0
Papua,Aneka barang dan jasa/Goods and services,urban,207441.0
Papua,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,28754.0
Papua,Barang tahan lama/Durable goods,urban,40486.0
Papua,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,54604.0
Papua,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,22252.0
Papua,Jumlah bukan makanan/Total non-food,urban,1033478.0
Papua,Jumlah/Total,urban,1850673.0
Papua,Padi-padian/Cereals,rural,79091.0
Papua,Umbi-umbian/Tubers,rural,39934.0
Papua,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,109087.0
Papua,Daging/Meat,rural,35825.0
Papua,Telur dan susu/Eggs and milk,rural,22828.0
Papua,Sayur-sayuran/Vegetables,rural,71948.0
Papua,Kacang-kacangan/Legumes,rural,10986.0
Papua,Buah-buahan/Fruits,rural,30565.0
Papua,Minyak dan kelapa/Oil and coconut,rural,21579.0
Papua,Bahan minuman/Beverages stuffs,rural,22236.0
Papua,Bumbu-bumbuan/Spices,rural,14405.0
Papua,Konsumsi lainnya/Miscellaneous food items,rural,10624.0
Papua,Makanan dan minuman jadi/Prepared food and beverages,rural,110886.0
Papua,Rokok/Cigarettes,rural,107626.0
Papua,Jumlah makanan/Total food,rural,687620.0
Papua,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,313039.0
Papua,Aneka barang dan jasa/Goods and services,rural,88154.0
Papua,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,17450.0
Papua,Barang tahan lama/Durable goods,rural,21924.0
Papua,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,32925.0
Papua,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,9748.0
Papua,Jumlah bukan makanan/Total non-food,rural,483239.0
Papua,Jumlah/Total,rural,1170859.0
Papua,Padi-padian/Cereals,total,77782.0
Papua,Umbi-umbian/Tubers,total,29158.0
Papua,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,108605.0
Papua,Daging/Meat,total,40886.0
Papua,Telur dan susu/Eggs and milk,total,39583.0
Papua,Sayur-sayuran/Vegetables,total,76542.0
Papua,Kacang-kacangan/Legumes,total,13706.0
Papua,Buah-buahan/Fruits,total,34146.0
Papua,Minyak dan kelapa/Oil and coconut,total,23628.0
Papua,Bahan minuman/Beverages stuffs,total,20967.0
Papua,Bumbu-bumbuan/Spices,total,18798.0
Papua,Konsumsi lainnya/Miscellaneous food items,total,12239.0
Papua,Makanan dan minuman jadi/Prepared food and beverages,total,173727.0
Papua,Rokok/Cigarettes,total,95626.0
Papua,Jumlah makanan/Total food,total,765393.0
Papua,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,533259.0
Papua,Aneka barang dan jasa/Goods and services,total,159752.0
Papua,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,24235.0
Papua,Barang tahan lama/Durable goods,total,33065.0
Papua,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,45937.0
Papua,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,17253.0
Papua,Jumlah bukan makanan/Total non-food,total,813501.0
Papua,Jumlah/Total,total,1578894.0
Papua Barat,Padi-padian/Cereals,urban,109702.0
Papua Barat,Umbi-umbian/Tubers,urban,18612.0
Papua Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,98844.0
Papua Barat,Daging/Meat,urban,43878.0
Papua Barat,Telur dan susu/Eggs and milk,urban,49616.0
Papua Barat,Sayur-sayuran/Vegetables,urban,86680.0
Papua Barat,Kacang-kacangan/Legumes,urban,13851.0
Papua Barat,Buah-buahan/Fruits,urban,56580.0
Papua Barat,Minyak dan kelapa/Oil and coconut,urban,25301.0
Papua Barat,Bahan minuman/Beverages stuffs,urban,24927.0
Papua Barat,Bumbu-bumbuan/Spices,urban,22220.0
Papua Barat,Konsumsi lainnya/Miscellaneous food items,urban,16407.0
Papua Barat,Makanan dan minuman jadi/Prepared food and beverages,urban,207231.0
Papua Barat,Rokok/Cigarettes,urban,121840.0
Papua Barat,Jumlah makanan/Total food,urban,895688.0
Papua Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,610856.0
Papua Barat,Aneka barang dan jasa/Goods and services,urban,182376.0
Papua Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,27973.0
Papua Barat,Barang tahan lama/Durable goods,urban,34413.0
Papua Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,50847.0
Papua Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,32055.0
Papua Barat,Jumlah bukan makanan/Total non-food,urban,938521.0
Papua Barat,Jumlah/Total,urban,1834209.0
Papua Barat,Padi-padian/Cereals,rural,99326.0
Papua Barat,Umbi-umbian/Tubers,rural,31006.0
Papua Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,89449.0
Papua Barat,Daging/Meat,rural,48053.0
Papua Barat,Telur dan susu/Eggs and milk,rural,37438.0
Papua Barat,Sayur-sayuran/Vegetables,rural,83520.0
Papua Barat,Kacang-kacangan/Legumes,rural,11547.0
Papua Barat,Buah-buahan/Fruits,rural,41579.0
Papua Barat,Minyak dan kelapa/Oil and coconut,rural,24522.0
Papua Barat,Bahan minuman/Beverages stuffs,rural,28119.0
Papua Barat,Bumbu-bumbuan/Spices,rural,18428.0
Papua Barat,Konsumsi lainnya/Miscellaneous food items,rural,17136.0
Papua Barat,Makanan dan minuman jadi/Prepared food and beverages,rural,150264.0
Papua Barat,Rokok/Cigarettes,rural,129919.0
Papua Barat,Jumlah makanan/Total food,rural,810306.0
Papua Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,454257.0
Papua Barat,Aneka barang dan jasa/Goods and services,rural,136925.0
Papua Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,31070.0
Papua Barat,Barang tahan lama/Durable goods,rural,42242.0
Papua Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,43491.0
Papua Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,40132.0
Papua Barat,Jumlah bukan makanan/Total non-food,rural,748117.0
Papua Barat,Jumlah/Total,rural,1558424.0
Papua Barat,Padi-padian/Cereals,total,102527.0
Papua Barat,Umbi-umbian/Tubers,total,27183.0
Papua Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,92347.0
Papua Barat,Daging/Meat,total,46766.0
Papua Barat,Telur dan susu/Eggs and milk,total,41194.0
Papua Barat,Sayur-sayuran/Vegetables,total,84494.0
Papua Barat,Kacang-kacangan/Legumes,total,12258.0
Papua Barat,Buah-buahan/Fruits,total,46206.0
Papua Barat,Minyak dan kelapa/Oil and coconut,total,24762.0
Papua Barat,Bahan minuman/Beverages stuffs,total,27134.0
Papua Barat,Bumbu-bumbuan/Spices,total,19598.0
Papua Barat,Konsumsi lainnya/Miscellaneous food items,total,16911.0
Papua Barat,Makanan dan minuman jadi/Prepared food and beverages,total,167835.0
Papua Barat,Rokok/Cigarettes,total,127427.0
Papua Barat,Jumlah makanan/Total food,total,836642.0
Papua Barat,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,502559.0
Papua Barat,Aneka barang dan jasa/Goods and services,total,150944.0
Papua Barat,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,30115.0
Papua Barat,Barang tahan lama/Durable goods,total,39827.0
Papua Barat,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,45760.0
Papua Barat,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,37641.0
Papua Barat,Jumlah bukan makanan/Total non-food,total,806846.0
Papua Barat,Jumlah/Total,total,1643488.0
Riau,Padi-padian/Cereals,urban,86894.0
Riau,Umbi-umbian/Tubers,urban,9843.0
Riau,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,93231.0
Riau,Daging/Meat,urban,39869.0
Riau,Telur dan susu/Eggs and milk,urban,48782.0
Riau,Sayur-sayuran/Vegetables,urban,83745.0
Riau,Kacang-kacangan/Legumes,urban,11160.0
Riau,Buah-buahan/Fruits,urban,40926.0
Riau,Minyak dan kelapa/Oil and coconut,urban,26312.0
Riau,Bahan minuman/Beverages stuffs,urban,19660.0
Riau,Bumbu-bumbuan/Spices,urban,13747.0
Riau,Konsumsi lainnya/Miscellaneous food items,urban,13724.0
Riau,Makanan dan minuman jadi/Prepared food and beverages,urban,270949.0
Riau,Rokok/Cigarettes,urban,107812.0
Riau,Jumlah makanan/Total food,urban,866655.0
Riau,Perumahan dan fasilitas rumah tangga/Housing and household facilities,urban,474706.0
Riau,Aneka barang dan jasa/Goods and services,urban,226552.0
Riau,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",urban,55481.0
Riau,Barang tahan lama/Durable goods,urban,78631.0
Riau,"Pajak, pungutan, dan asuransi/Taxes and insurance",urban,76818.0
Riau,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,urban,24914.0
Riau,Jumlah bukan makanan/Total non-food,urban,937102.0
Riau,Jumlah/Total,urban,1803757.0
Riau,Padi-padian/Cereals,rural,100183.0
Riau,Umbi-umbian/Tubers,rural,9587.0
Riau,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,rural,87215.0
Riau,Daging/Meat,rural,32708.0
Riau,Telur dan susu/Eggs and milk,rural,34832.0
Riau,Sayur-sayuran/Vegetables,rural,92421.0
Riau,Kacang-kacangan/Legumes,rural,11240.0
Riau,Buah-buahan/Fruits,rural,33415.0
Riau,Minyak dan kelapa/Oil and coconut,rural,26174.0
Riau,Bahan minuman/Beverages stuffs,rural,22334.0
Riau,Bumbu-bumbuan/Spices,rural,17788.0
Riau,Konsumsi lainnya/Miscellaneous food items,rural,12644.0
Riau,Makanan dan minuman jadi/Prepared food and beverages,rural,182796.0
Riau,Rokok/Cigarettes,rural,132310.0
Riau,Jumlah makanan/Total food,rural,795647.0
Riau,Perumahan dan fasilitas rumah tangga/Housing and household facilities,rural,331886.0
Riau,Aneka barang dan jasa/Goods and services,rural,125920.0
Riau,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",rural,42085.0
Riau,Barang tahan lama/Durable goods,rural,33524.0
Riau,"Pajak, pungutan, dan asuransi/Taxes and insurance",rural,45891.0
Riau,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,rural,26123.0
Riau,Jumlah bukan makanan/Total non-food,rural,605429.0
Riau,Jumlah/Total,rural,1401076.0
Riau,Padi-padian/Cereals,total,94834.0
Riau,Umbi-umbian/Tubers,total,9690.0
Riau,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,total,89636.0
Riau,Daging/Meat,total,35590.0
Riau,Telur dan susu/Eggs and milk,total,40448.0
Riau,Sayur-sayuran/Vegetables,total,88929.0
Riau,Kacang-kacangan/Legumes,total,11208.0
Riau,Buah-buahan/Fruits,total,36438.0
Riau,Minyak dan kelapa/Oil and coconut,total,26230.0
Riau,Bahan minuman/Beverages stuffs,total,21258.0
Riau,Bumbu-bumbuan/Spices,total,16162.0
Riau,Konsumsi lainnya/Miscellaneous food items,total,13079.0
Riau,Makanan dan minuman jadi/Prepared food and beverages,total,218279.0
Riau,Rokok/Cigarettes,total,122449.0
Riau,Jumlah makanan/Total food,total,824229.0
Riau,Perumahan dan fasilitas rumah tangga/Housing and household facilities,total,389375.0
Riau,Aneka barang dan jasa/Goods and services,total,166427.0
Riau,"Pakaian, alas kaki, dan tutup kepala/Clothing, footwear, and headgear",total,47477.0
Riau,Barang tahan lama/Durable goods,total,51681.0
Riau,"Pajak, pungutan, dan asuransi/Taxes and insurance",total,58340.0
Riau,Keperluan pesta dan upacara/kenduri/Parties and ceremonies,total,25636.0
Riau,Jumlah bukan makanan/Total non-food,total,738936.0
Riau,Jumlah/Total,total,1563165.0
Sulawesi Barat,Padi-padian/Cereals,urban,106267.0
Sulawesi Barat,Umbi-umbian/Tubers,urban,3880.0
Sulawesi Barat,Ikan/udang/cumi/kerang/Fish/shrimp/common squid/shells,urban,81627.0
Sulawesi Barat,Daging/Meat,urban,14735.0
Sulawesi Barat,Telur dan susu/Eggs and milk,urban,31180.0
Sulawesi Barat,Sayur-sayuran/Vegetables,urban,42584.0
Sulawesi Barat,Kacang-kacangan/Legumes,urban,10361.0
Sulawesi Barat,Buah-buahan/Fruits,urban,50589.0
